id,idp,filename,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,label
122,500,poi-3.6/HSSFSheet_shiftRows.java,6,0,9,6,0,5,103,23,0,25,0,48,0.3125,12,34,5,0,29,0,0.413793103,1,43,0,137,0,73,41,94,9,0,1,1806,1243,18092,0.437320335,1,48,337,0,242,0.916666667,0.655737705,181,1.766423358,1.925531915,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
123,250,poi-3.6/ExcelExtractor_getText.java,0,0,14,7,0,7,116,28,0,16,0,36,0.3,8,36,6,0,26,0,0.307692308,1,5,2,12,0,14,11,7,6,6,3,362,318,311,0.178571429,0,20,62,0,49,0.924242424,0.545454545,44,4.083333333,6.285714286,5,11,0,578,19,133,2330,131,19618,13899,299402,TRUE
124,518,poi-3.6/FormulaParser_parseRangeable.java,0,0,0,0,0,5,107,28,1,10,2,16,0.5,4,10,3,0,8,2,0.5,0,0,3,53,0,41,31,53,10,0,1,1511,1511,4746,1,0,57,121,0,281,0.905769231,1,281,5.301886792,5.301886792,38,253,10,4401,270,133,2330,131,19618,13899,299402,TRUE
128,285,xalan-2.7.1/BitArray_getBitNumber.java,1,0,0,0,0,6,28,8,0,2,0,9,1,0,0,7,0,0,0,0,1,2,0,16,0,1,0,14,13,0,1,232,204,0,0.705128205,0,1,16,0,46,0.861538462,0.875,39,2.875,2.785714286,66,634,5,10542,699,42,1171,66,10384,8750,312068,FALSE
130,647,xalan-2.7.1/ObjectFactory_findClassLoader.java,0,1,0,0,1,5,55,7,0,5,0,5,0,1,8,0,0,4,0,0.25,0,0,1,10,0,0,2,10,5,0,1,612,612,162,0,0,1,20,0,58,1,0,58,5.8,5.8,69,454,0,23224,474,42,1171,66,10384,8750,312068,FALSE
131,676,xalan-2.7.1/XML11Char_isXML11ValidNmtoken.java,1,1,0,0,1,5,21,8,0,5,0,5,0,1,4,0,0,2,0,0.5,0,0,0,15,0,0,1,15,10,0,1,391,391,48,0.342857143,9,1,17,0,49,0.935714286,0.625,49,3.266666667,3.266666667,66,681,5,19469,786,42,1171,66,10384,8750,312068,FALSE
132,635,xalan-2.7.1/TreeWalker_traverse.java,2,0,0,0,0,5,37,9,0,3,0,4,1,0,0,1,0,0,0,0,0,1,0,8,0,0,3,7,5,0,1,478,467,48,1,0,4,13,0,68,0.8,0.8,67,8.5,9.571428571,49,669,11,19441,821,42,1171,66,10384,8750,312068,FALSE
135,624,xalan-2.7.1/ToHTMLStream_put.java,2,1,0,0,1,5,55,6,0,8,0,13,0.6,1,2,3,0,1,0,1,0,1,1,7,0,0,1,6,4,0,1,319,310,42,1,1,0,8,0,28,0.75,0.75,27,4,4.5,49,669,11,19441,821,42,1171,66,10384,8750,312068,FALSE
136,287,xalan-2.7.1/EncodingInfo_EncodingImpl.java,4,0,1,1,0,6,66,16,0,6,0,15,0.888888889,0,0,8,0,0,0,0,1,0,0,4,0,0,2,4,10,0,1,227,227,52,1,0,3,10,0,29,0.733333333,1,29,7.25,7.25,49,669,11,19441,821,42,1171,66,10384,8750,312068,FALSE
138,335,xalan-2.7.1/KeyTable_getRefsTable.java,0,0,7,5,0,7,48,7,0,13,0,23,0.222222222,10,18,2,0,14,0,0.714285714,0,3,1,8,0,10,13,5,4,0,1,216,128,160,0.166666667,0,15,36,0,21,0.892857143,0.75,10,2.625,2,28,223,3,9478,312,42,1171,66,10384,8750,312068,FALSE
139,554,xalan-2.7.1/ObjectFactory_findProviderClass_2.java,3,0,0,0,0,5,53,9,0,10,0,8,0,0,0,0,0,0,0,0,0,0,1,10,0,0,2,10,5,0,1,612,612,162,0,0,1,20,0,58,1,0,58,5.8,5.8,58,126,0,3480,142,42,1171,66,10384,8750,312068,TRUE
140,710,xalan-2.7.1/ObjectFactory_findProviderClass_1.java,3,1,0,0,1,5,53,9,0,10,0,8,0,0,0,0,0,0,0,0,0,0,1,10,0,0,2,10,5,0,1,612,612,162,0,0,1,20,0,58,1,0,58,5.8,5.8,14,33,0,1158,37,42,1171,66,10384,8750,312068,TRUE
142,691,xalan-2.7.1/DOM3TreeWalker_traverse.java,1,1,0,0,1,5,60,14,0,4,0,9,1,0,0,5,0,0,0,0,0,0,0,30,0,33,9,30,41,0,1,2082,2082,1782,0.420634921,0,13,63,0,316,0.952060555,1,316,10.53333333,10.53333333,13,78,0,4557,110,42,1171,66,10384,8750,312068,TRUE
143,338,xalan-2.7.1/DOM3TreeWalker_isWFXMLChar.java,2,0,0,0,0,6,54,16,0,7,0,8,1,2,12,1,0,6,0,0.333333333,0,0,0,30,0,33,9,30,41,0,1,2082,2082,1782,0.420634921,0,13,63,0,316,0.952060555,1,316,10.53333333,10.53333333,13,78,0,4557,110,42,1171,66,10384,8750,312068,TRUE
145,663,xalan-2.7.1/DOMHelper_isNodeAfterSibling.java,3,0,0,0,0,5,106,20,0,12,0,12,0,0,0,0,0,0,0,0,0,1,0,25,0,8,5,24,9,0,1,1283,1269,178,0.003952569,0,7,35,1,138,0.99537037,0.956521739,137,5.52,5.708333333,66,681,5,19469,786,42,1171,66,10384,8750,312068,TRUE
148,662,xalan-2.7.1/DOMHelper_isNodeAfter.java,2,2,0,0,3,5,127,16,0,13,0,14,0,0,0,0,0,0,0,0,0,1,0,25,0,8,5,24,9,0,1,1283,1269,178,0.003952569,0,7,35,1,138,0.99537037,0.956521739,137,5.52,5.708333333,66,681,5,19469,786,42,1171,66,10384,8750,312068,TRUE
149,344,xalan-2.7.1/DOM3TreeWalker_initProperties.java,1,0,8,2,0,6,99,16,0,7,0,28,0.384615385,2,0,5,0,7,0,0.285714286,0,0,0,30,0,33,9,30,41,0,1,2082,2082,1782,0.420634921,0,13,63,0,316,0.952060555,1,316,10.53333333,10.53333333,13,78,0,4557,110,42,1171,66,10384,8750,312068,TRUE
150,274,xalan-2.7.1/ObjectFactory_lookUpFactoryClassName_1.java,3,0,0,0,0,7,120,19,0,16,0,14,1,1,10,3,0,5,0,0.2,0,0,1,10,0,0,2,10,5,0,1,612,612,162,0,0,1,20,0,58,1,0,58,5.8,5.8,44,200,1,8510,214,42,1171,66,10384,8750,312068,TRUE
151,290,xalan-2.7.1/WriterToUTF8Buffered_write.java,3,0,0,0,0,6,130,15,0,18,0,21,1,0,0,4,0,0,0,0,1,1,0,9,0,0,0,8,6,10,2,464,452,0,0.428571429,0,0,9,0,42,0.75,0.888888889,41,4.666666667,5.125,49,669,11,19441,821,42,1171,66,10384,8750,312068,TRUE
155,14,freemind-0.9.0/HtmlTools_removeInvalidXmlCharacters.java,1,1,0,0,1,7,63,11,0,8,0,7,0,0,0,0,0,0,0,0,0,0,1,25,0,1,3,25,8,0,1,615,615,292,0.003952569,2,2,30,0,100,1,0.92,100,4,4,50,388,3,8258,437,43,849,78,5788,4778,65687,TRUE
157,173,jasml-0.10/JavaClassDumpper_dumpAttribute.java,1,0,43,12,0,5,96,20,0,12,0,56,0.022727273,0,0,1,0,0,0,0,0,0,0,10,0,96,1,10,3,0,1,243,243,16,1,0,28,12,0,47,0.481481481,1,47,4.7,4.7,8,97,1,2639,106,4,48,1,245,233,6694,TRUE
159,243,jasperreports-3.7.3/MappingLexer_mINT.java,1,0,0,0,0,5,25,8,0,6,0,6,1,0,0,1,0,0,0,0,2,0,0,21,0,0,0,21,2,50,2,434,434,0,0.00952381,2,1,21,0,123,0.975,0.894736842,123,5.857142857,5.857142857,14,84,3,1568,101,66,1571,291,17113,11938,260912,FALSE
162,39,jasperreports-3.7.3/TextMeasurer_appendTruncateSuffix.java,1,0,0,0,0,6,97,11,0,14,0,37,0.666666667,1,2,4,0,1,0,1,1,4,1,13,0,16,10,9,18,0,1,637,577,566,0.363636364,0,15,36,1,56,0.902777778,1,46,4.307692308,5.111111111,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,TRUE
163,20774,jFin_DateMath-R1.0.1/CSVFileFormatTokenizer_split.java,1,0,0,0,0,3,25,4,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,22,4,0,1,307,295,0,0.128571429,0,0,23,0,33,0.875,0.954545455,32,1.434782609,1.454545455,4,34,0,1229,42,11,58,2,541,326,7842,FALSE
164,314,jFin_DateMath-R1.0.1/CSVFileFormatTokenizer_initialise.java,1,0,0,0,0,5,44,8,0,7,0,9,1,0,0,2,0,0,0,0,0,1,0,23,0,0,0,22,4,0,1,307,295,0,0.128571429,0,0,23,0,33,0.875,0.954545455,32,1.434782609,1.454545455,4,34,0,1229,42,11,58,2,541,326,7842,TRUE
168,148,jfreechart-1.0.13/DefaultWindDataset_DefaultWindDataset.java,2,0,0,0,0,6,42,8,0,12,0,14,1,1,2,2,0,1,0,1,2,0,0,13,0,0,1,13,2,16,4,264,264,54,0.444444444,0,8,37,0,29,0.75,1,29,2.230769231,2.230769231,39,564,12,9554,584,69,960,103,11810,10192,247421,FALSE
170,156,jfreechart-1.0.13/MovingAverage_createMovingAverage_1.java,4,0,0,0,0,8,70,12,0,19,0,19,0,3,16,0,0,8,0,0.375,0,0,0,6,0,0,9,6,0,0,1,305,305,274,0,0,9,29,0,38,0,1,38,6.333333333,6.333333333,26,480,1,9366,498,69,960,103,11810,10192,247421,TRUE
174,201,jgroups-2.10.0/TP_run_1.java,0,0,2,1,0,6,40,12,0,6,0,14,0.777777778,2,4,7,0,2,0,1,2,1,0,10,0,10,10,9,10,0,1,169,166,130,0.533333333,1,12,34,0,35,0.888888889,0.75,34,3.5,3.777777778,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
177,442,jgroups-2.10.0/Util_objectToStream.java,2,3,0,0,3,5,75,15,0,7,0,21,1,0,0,14,0,0,0,0,0,0,2,218,0,37,34,218,22,0,1,3856,3856,35562,0.00041406,1,40,314,0,774,0.991202346,0.995238095,774,3.550458716,3.550458716,72,783,8,11259,840,21,1093,80,8798,7670,126255,TRUE
178,417,jgroups-2.10.0/JChannelFactory_parse.java,2,0,0,0,0,5,65,13,0,18,0,24,1,3,10,6,0,5,0,0.6,1,16,1,43,0,0,10,27,12,0,1,603,420,1266,0.057040998,0,10,73,0,86,0.952380952,0.58974359,61,2,2.259259259,31,348,12,5792,436,21,1093,80,8798,7670,126255,TRUE
179,35104,jmoney-0.4.4/MainFrame_importMT940.java,0,1,0,0,1,2,13,2,0,1,0,7,1,1,2,6,0,1,0,1,1,2,9,33,0,29,28,31,36,534,6,1043,1015,1530,0.1,0,23,104,0,70,0.941840278,1,68,2.121212121,2.193548387,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
180,238,jmoney-0.4.4/QIF_removeSimilarTransfer.java,2,0,9,4,0,6,41,20,0,13,0,22,0,4,2,0,0,10,0,0.4,1,0,3,22,0,25,15,22,4,0,1,603,603,892,0.333333333,0,15,69,0,114,0.964285714,1,114,5.181818182,5.181818182,7,32,1,928,32,4,190,3,713,563,9457,TRUE
181,517,poi-3.6/DrawingManager_allocateShapeId.java,1,0,6,3,0,5,61,7,0,6,0,17,0.25,3,6,2,0,12,0,0.25,0,1,0,7,0,11,4,6,2,0,1,123,117,64,0.666666667,0,4,25,0,16,0.583333333,0.75,15,2.285714286,2.5,22,253,1,5906,345,133,2330,131,19618,13899,299402,FALSE
182,511,poi-3.6/BiffViewer_createRecords.java,4,0,1,1,0,5,46,9,0,12,0,14,0,3,16,0,0,9,0,0.333333333,0,0,5,8,0,146,154,8,3,0,1,615,615,2320,0,0,152,175,0,186,0.952380952,1,186,23.25,23.25,8,18,0,888,21,133,2330,131,19618,13899,299402,FALSE
183,503,poi-3.6/StaticFontMetrics_getFontDetails.java,1,1,0,0,1,5,74,15,0,9,0,10,1,1,4,2,0,2,0,0.5,0,0,0,1,0,0,1,1,2,0,1,88,88,8,1,0,1,3,0,15,0,1,15,15,15,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
186,672,xalan-2.7.1/TreeWalker_traverseFragment.java,1,1,0,0,1,5,38,8,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,11,0,0,5,9,4,0,1,465,443,50,0.714285714,0,5,17,0,64,0.825,0.75,62,5.818181818,6.888888889,66,681,5,19469,786,42,1171,66,10384,8750,312068,FALSE
188,542,xalan-2.7.1/TemplateList_getTemplate.java,7,1,5,3,1,5,51,9,0,9,0,15,0,3,14,0,0,10,0,0.3,1,3,1,19,0,32,11,16,8,0,1,880,780,826,0.194444444,0,16,55,0,113,0.875,0.888888889,100,5.947368421,6.25,70,543,1,20854,812,42,1171,66,10384,8750,312068,FALSE
189,616,xalan-2.7.1/DOMWSFilter_getShouldStripSpace.java,2,0,3,1,0,5,51,9,0,7,0,18,0.727272727,5,10,8,0,8,0,0.625,1,0,0,2,0,3,5,2,5,0,1,95,95,26,1,0,7,11,0,11,1,1,11,5.5,5.5,66,634,5,10542,699,42,1171,66,10384,8750,312068,TRUE
192,326,xalan-2.7.1/ObjectFactory_lookUpFactoryClassName_2.java,3,0,0,0,0,7,120,19,0,16,0,14,1,1,10,3,0,5,0,0.2,0,0,1,10,0,0,2,10,5,0,1,612,612,162,0,0,1,20,0,58,1,0,58,5.8,5.8,66,681,5,19469,786,42,1171,66,10384,8750,312068,TRUE
16,3,freemind-0.9.0/StylePattern_loadPattern.java,2,0,1,1,0,6,88,28,0,10,0,41,0,3,12,0,0,6,0,0.5,0,30,0,42,1,1,5,12,15,0,1,381,145,1016,0.085020243,0,6,62,0,70,0.939837398,0.268292683,40,1.666666667,3.333333333,34,523,11,6037,728,43,849,78,5788,4778,65687,TRUE
19,262,jasperreports-3.7.3/JRXmlExporter_exportProperties.java,1,0,3,1,0,5,22,6,0,5,0,10,0.25,3,12,1,0,7,0,0.428571429,0,2,1,31,1,158,44,29,22,46,2,1068,1050,8825,0.391625616,1,79,301,1,117,0.951515152,0.75,115,3.774193548,3.965517241,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
21,184,jasperreports-3.7.3/JRFillDataset_next.java,0,3,1,1,3,5,38,9,0,4,0,8,0.75,1,4,3,0,2,0,0.5,1,21,1,65,1,50,31,44,30,0,1,1179,875,7531,0.069381599,0,47,159,0,154,0.966145833,0.666666667,104,2.369230769,2.363636364,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
26,12490,jasperreports-3.7.3/JRJdtCompiler_JRJdtCompiler.java,0,1,0,0,1,3,38,5,0,4,0,9,1,1,3,6,0,1,0,1,0,2,3,13,1,4,9,11,8,18,3,560,486,199,0.018181818,0,23,72,0,38,1.052083333,1,26,2.923076923,2.363636364,70,686,5,18923,1266,66,1571,291,17113,11938,260912,FALSE
28,258,jasperreports-3.7.3/JRXlsxExporter_closeWorkbook.java,1,0,3,2,0,5,80,7,0,9,0,21,0.727272727,15,42,8,0,21,0,0.714285714,0,7,1,32,1,35,49,25,27,79,3,1267,1212,5099,0.129032258,2,98,318,0,94,0.95818399,0.714285714,87,2.9375,3.48,46,268,6,8188,296,66,1571,291,17113,11938,260912,FALSE
29,84,jasperreports-3.7.3/JRXmlExporter_exportReportToFile.java,0,0,0,0,0,7,77,12,0,9,0,15,1,1,2,6,0,1,0,1,0,2,1,31,1,158,44,29,22,46,2,1068,1050,8825,0.391625616,1,79,301,1,117,0.951515152,0.75,115,3.774193548,3.965517241,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
32,103,jasperreports-3.7.3/JRHtmlExporter_getHyperlinkTarget.java,1,0,8,3,0,6,59,12,0,7,0,16,0.111111111,5,10,1,0,8,0,0.625,0,3,4,43,1,94,53,40,48,46,2,2197,2177,7741,0.230769231,4,88,260,0,281,0.96577381,0.642857143,278,6.534883721,6.95,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
34,41,jasperreports-3.7.3/JRFillElementGroup_getStretchHeightDiff.java,0,1,0,0,1,6,59,12,0,5,0,10,0.6,3,6,3,0,5,0,0.6,2,1,0,13,1,0,6,12,6,0,1,279,215,263,0.044444444,0,10,26,1,43,0.944444444,1,31,3.307692308,2.583333333,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,TRUE
35,261,jasperreports-3.7.3/JExcelApiExporter_getSuitablePaperSize.java,1,0,2,1,0,5,67,21,0,9,0,11,0,1,2,0,0,2,0,0.5,0,8,4,47,1,50,39,39,20,79,3,1913,1812,4405,0.154654655,1,82,279,0,240,0.959782609,0.75,227,5.106382979,5.820512821,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
41,82,jasperreports-3.7.3/JExcelApiExporter_getLoadedFont.java,3,0,1,1,0,6,85,23,0,12,0,17,0.75,5,18,3,0,10,0,0.5,0,8,4,47,1,50,39,39,20,79,3,1913,1812,4405,0.154654655,1,82,279,0,240,0.959782609,0.75,227,5.106382979,5.820512821,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
42,101,jasperreports-3.7.3/JRHtmlExporter_exportReportToWriter.java,0,0,1,1,0,6,87,13,0,2,0,19,0.933333333,2,2,14,0,2,0,1,0,3,4,43,1,94,53,40,48,46,2,2197,2177,7741,0.230769231,4,88,260,0,281,0.96577381,0.642857143,278,6.534883721,6.95,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
43,109,jasperreports-3.7.3/JRCsvExporter_exportReport.java,0,1,14,3,1,7,140,16,0,6,0,30,0.416666667,3,11,10,0,4,0,0.75,0,0,0,6,1,24,11,6,6,46,2,364,364,177,0.333333333,0,45,128,0,45,0.733333333,1,45,7.5,7.5,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
54,319,jfreechart-1.0.13/CustomXYToolTipGenerator_equals.java,1,0,0,0,0,5,27,8,0,7,0,7,0,0,0,0,0,0,0,0,4,0,0,8,1,0,0,8,2,0,1,143,143,0,0.476190476,0,1,8,0,20,0.785714286,1,20,2.5,2.5,26,207,11,4046,208,69,960,103,11810,10192,247421,FALSE
62,401,jfreechart-1.0.13/CustomXYURLGenerator_equals.java,1,0,0,0,0,5,37,10,0,8,0,8,0,0,0,0,0,0,0,0,4,0,0,8,1,0,0,8,2,0,1,149,149,0,0.476190476,0,1,8,0,22,0.785714286,1,22,2.75,2.75,9,56,4,1138,56,69,960,103,11810,10192,247421,TRUE
71,150,jfreechart-1.0.13/DefaultStatisticalCategoryDataset_updateBounds.java,0,0,0,0,0,7,91,14,0,7,0,22,1,2,6,13,0,5,0,0.4,3,0,0,29,1,0,3,29,13,8,2,656,656,1236,0.612535613,0,7,66,0,86,0.865384615,1,86,2.965517241,2.965517241,14,261,4,5108,268,69,960,103,11810,10192,247421,TRUE
73,152,jfreechart-1.0.13/MinMaxCategoryRenderer_drawItem.java,10,0,1,1,0,6,94,14,0,23,0,33,0.9,5,18,9,0,8,0,0.625,0,6,2,19,1,1,7,13,10,240,3,469,364,368,0.274725275,0,33,350,0,43,0.883333333,0.6,31,2.263157895,2.384615385,28,387,2,14624,551,69,960,103,11810,10192,247421,TRUE
79,476,jgroups-2.10.0/NakReceiverWindow_remove.java,1,0,1,1,0,5,33,8,0,4,0,12,0.875,2,2,7,0,2,0,1,0,10,1,34,1,3,7,24,15,0,1,585,499,704,0.302955665,0,10,52,0,89,0.886868687,0.6875,79,2.617647059,3.291666667,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
82,478,jgroups-2.10.0/AckMcastSenderWindow_waitUntilAllAcksReceived.java,1,0,0,0,0,5,42,9,0,7,0,11,1,1,4,4,0,2,0,0.5,0,1,3,21,1,0,9,20,12,0,1,568,552,686,0.703296703,0,7,40,0,60,0.895833333,0.944444444,58,2.857142857,2.9,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
90,420,jgroups-2.10.0/TotalOrder_run.java,0,0,7,4,0,5,44,9,0,7,0,21,0.222222222,7,16,2,0,12,0,0.583333333,0,0,0,2,1,7,7,2,2,44,2,55,55,32,1,0,10,14,0,10,0.5,1,10,5,5,64,260,0,5974,288,21,1093,80,8798,7670,126255,TRUE
91,184,jgroups-2.10.0/ReplCache__put.java,5,1,6,1,1,7,42,14,0,10,0,16,0,6,18,0,0,9,0,0.666666667,2,10,9,56,1,31,24,46,24,0,1,979,924,4231,0,0,21,116,0,160,1.018181818,0.803921569,148,2.857142857,3.217391304,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
94,428,jgroups-2.10.0/ReplCache_get.java,1,3,7,2,10,5,55,19,0,8,0,15,0,8,28,0,0,14,0,0.571428571,2,10,9,56,1,31,24,46,24,0,1,979,924,4231,0,0,21,116,0,160,1.018181818,0.803921569,148,2.857142857,3.217391304,103,748,11,17025,928,21,1093,80,8798,7670,126255,TRUE
103,35006,jmoney-0.4.4/AccountEntriesPanel_searchEntryBackwards.java,1,0,2,2,0,2,10,4,0,4,0,8,0.5,2,0,2,0,2,0,1,2,6,22,33,1,20,32,27,37,521,5,853,787,2464,0.25,0,25,114,0,79,0.907094595,0.333333333,69,2.393939394,2.555555556,153,193,0,6579,256,4,190,3,713,563,9457,FALSE
118,241,poi-3.6/HSSFCell_findCellComment.java,3,1,18,7,1,7,46,11,1,13,2,38,0.052631579,7,4,1,0,17,2,0.411764706,1,20,0,50,1,52,34,30,13,0,1,1088,558,5422,0.544807966,4,45,166,0,170,0.901098901,0.421052632,107,3.4,3.566666667,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
125,52126,xalan-2.7.1/NodeVector_insertInOrder.java,1,0,0,0,0,3,15,3,0,2,0,4,1,0,0,2,0,0,0,0,2,3,0,30,1,1,0,27,5,0,1,709,657,0,0.920634921,0,1,30,1,78,0.606896552,0.9,73,2.6,2.703703704,66,681,5,19469,786,42,1171,66,10384,8750,312068,FALSE
126,52209,xalan-2.7.1/StringComparable_getComparator.java,4,1,0,0,1,2,7,3,0,4,0,4,0,0,0,0,0,0,0,0,1,0,0,8,1,0,0,8,8,0,1,178,178,0,0.333333333,3,0,8,0,40,0.928571429,0.571428571,40,5,5,66,681,5,19469,786,42,1171,66,10384,8750,312068,FALSE
141,280,xalan-2.7.1/TypedPrecedingIterator_next.java,0,0,3,2,0,6,54,15,0,3,0,10,0.571428571,2,7,4,0,3,0,0.666666667,0,0,0,2,1,3,2,2,1,16,4,77,77,15,1,0,10,30,0,16,1,1,16,8,8,90,482,2,16188,569,42,1171,66,10384,8750,312068,TRUE
152,305,xalan-2.7.1/MethodGenerator_widenConditionalBranchTargetOffsets.java,0,0,1,1,0,8,169,33,0,19,0,22,0.666666667,2,6,2,0,3,0,0.666666667,1,1,3,42,1,9,9,41,36,93,4,2069,2060,1192,0.008403361,0,12,70,6,188,0.999322493,1,186,4.476190476,4.536585366,69,454,0,23224,474,42,1171,66,10384,8750,312068,TRUE
