id,idp,filename,NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CLNAMM_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,label
160,16444,jasperreports-3.7.3/JRTextExporter_justifyText.java,2,0,0,0,0,3,38,5,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,11,1,30,9,11,11,46,2,610,610,418,0.177777778,0,42,129,0,87,0.9,1,87,7.909090909,7.909090909,81,516,24,21006,599,66,1571,291,17113,11938,260912,FALSE
165,24484,jfreechart-1.0.13/DynamicTimeSeriesCollection_wrapOffset.java,1,0,0,0,0,2,10,3,0,2,0,3,1,0,0,1,0,0,0,0,3,2,1,42,1,0,5,40,22,19,5,888,867,1353,0.165165165,3,15,78,0,88,0.946784922,0.871794872,86,2.095238095,2.15,26,480,1,9366,498,69,960,103,11810,10192,247421,FALSE
167,400,jfreechart-1.0.13/CustomPieURLGenerator_equals.java,1,0,0,0,0,5,30,8,0,6,0,7,1,0,0,1,0,0,0,0,4,0,0,8,1,0,0,8,2,0,1,166,166,0,0.714285714,0,1,8,0,20,0.714285714,1,20,2.5,2.5,9,56,4,1138,56,69,960,103,11810,10192,247421,FALSE
173,426,jgroups-2.10.0/MultiRequest_sendRequest.java,3,0,3,2,0,5,25,7,0,6,0,15,0.666666667,5,12,6,0,9,0,0.555555556,0,4,0,19,1,4,9,15,3,19,2,356,327,609,0.318681319,0,14,67,0,73,0.740740741,0.846153846,67,3.842105263,4.466666667,103,748,11,17025,928,21,1093,80,8798,7670,126255,FALSE
185,684,xalan-2.7.1/TransformerImpl_waitTransformThread.java,0,1,0,0,1,5,32,5,0,3,0,5,0,1,2,0,0,1,0,1,4,52,0,137,1,69,56,85,43,12,2,3578,2687,29122,0.046379829,0,65,330,0,334,0.979309166,0.607692308,252,2.437956204,2.964705882,28,223,3,9478,312,42,1171,66,10384,8750,312068,FALSE
187,604,xalan-2.7.1/TypedPrecedingSiblingIterator_next.java,0,0,3,2,0,5,36,12,0,4,0,10,0.5,2,9,3,0,4,0,0.5,0,0,0,2,1,3,2,2,1,16,4,60,60,19,1,0,8,31,0,13,1,1,13,6.5,6.5,90,482,2,16188,569,42,1171,66,10384,8750,312068,FALSE
33,290,jasperreports-3.7.3/JRDesignCrosstab_inheritCellSize.java,2,0,4,3,0,5,51,11,0,7,0,16,0.428571429,3,4,3,0,7,0,0.428571429,1,40,1,97,2,42,32,57,40,61,3,1622,1230,8741,0.104240766,13,55,247,0,229,0.969791667,0.376623377,182,2.360824742,3.192982456,12,88,0,2918,201,66,1571,291,17113,11938,260912,TRUE
49,27554,jfreechart-1.0.13/DialPlot_getScale.java,1,1,0,0,1,2,7,2,0,2,0,3,1,0,0,1,0,0,0,0,1,6,0,41,2,0,8,35,12,62,2,765,647,1689,0.115873016,0,28,127,0,89,0.910416667,0.842105263,76,2.170731707,2.171428571,14,201,4,5139,273,69,960,103,11810,10192,247421,FALSE
114,522,poi-3.6/Property_readDictionary.java,4,0,3,3,0,5,95,12,0,16,0,20,0.25,5,10,1,0,5,0,1,0,4,0,12,2,6,10,8,3,0,1,380,307,162,0.5,0,13,24,1,49,0.727272727,0.625,40,4.083333333,5,35,265,0,7652,356,133,2330,131,19618,13899,299402,FALSE
121,504,poi-3.6/HyperlinkRecord_HyperlinkRecord.java,1,1,0,0,1,5,100,16,0,11,0,33,1,6,28,22,0,14,0,0.428571429,0,14,1,36,2,4,10,22,24,9,4,694,541,694,0.393103448,1,13,88,0,90,0.885714286,0.620689655,62,2.5,2.818181818,154,1112,3,20586,1786,133,2330,131,19618,13899,299402,TRUE
133,650,xalan-2.7.1/UnionChildIterator_acceptNode.java,1,0,0,0,0,5,36,6,0,6,0,12,1,1,6,6,0,2,0,0.5,0,0,0,4,2,0,1,4,2,112,7,118,118,35,1,0,32,175,0,12,0.833333333,1,12,3,3,31,289,3,8970,374,42,1171,66,10384,8750,312068,FALSE
137,329,xalan-2.7.1/Variable_getElemVariable.java,0,0,2,2,0,7,46,10,0,4,0,9,0.333333333,4,6,1,0,7,0,0.571428571,1,7,0,15,2,11,11,8,6,28,2,346,226,277,0.295238095,0,23,81,1,40,0.857142857,0.533333333,24,2.666666667,3,23,50,0,1281,66,42,1171,66,10384,8750,312068,FALSE
158,117,jasperreports-3.7.3/JRDesignCrosstab_inheritCells.java,0,0,0,0,0,6,33,9,0,3,0,6,1,1,2,3,0,1,0,1,1,40,1,97,2,42,32,57,40,61,3,1622,1230,8741,0.104240766,13,55,247,0,229,0.969791667,0.376623377,182,2.360824742,3.192982456,12,88,0,2918,201,66,1571,291,17113,11938,260912,FALSE
166,361,jfreechart-1.0.13/SegmentedTimeline_addBaseTimelineException.java,1,0,0,0,0,5,31,5,0,5,0,6,1,1,8,1,0,4,0,0.25,3,4,3,45,2,0,3,41,21,0,1,1585,1519,958,0.067073171,7,0,61,0,87,0.971861472,0.775510204,78,1.933333333,1.902439024,48,640,2,19667,781,69,960,103,11810,10192,247421,FALSE
169,155,jfreechart-1.0.13/Week_parseWeek.java,1,0,0,0,0,6,49,7,0,7,0,7,0,1,2,0,0,1,0,1,1,0,0,25,2,0,2,25,7,17,2,562,562,116,0.55,2,10,46,0,61,0.875,0.916666667,61,2.44,2.44,26,480,1,9366,498,69,960,103,11810,10192,247421,TRUE
57,316,jfreechart-1.0.13/DefaultTableXYDataset_updateXPoints.java,1,0,0,0,0,5,30,8,0,10,0,13,1,1,8,3,0,4,0,0.25,4,3,0,36,3,4,5,33,5,18,5,580,542,1609,0.354166667,0,14,93,0,73,0.76,0.911764706,70,2.027777778,2.121212121,39,564,12,9554,584,69,960,103,11810,10192,247421,FALSE
85,218,jgroups-2.10.0/RATE_LIMITER_down.java,1,0,4,2,0,7,46,9,0,7,0,19,0.692307692,3,3,9,0,4,0,0.75,0,0,0,4,3,4,3,4,8,34,2,102,102,31,0.333333333,0,14,53,0,13,0.791666667,1,13,3.25,3.25,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
109,508,poi-3.6/EscherAggregate_convertShapes.java,3,0,3,2,0,5,37,6,0,9,0,15,0.5,6,12,3,0,9,0,0.666666667,0,3,2,21,3,57,34,18,212,23,4,819,798,1009,0.236363636,206,43,135,0,73,1.044575472,0.032407407,70,3.476190476,3.888888889,154,1112,3,20586,1786,133,2330,131,19618,13899,299402,FALSE
191,351,xalan-2.7.1/SAX2DTM2_setStartNode.java,1,0,5,4,0,6,72,15,0,5,0,20,0.666666667,3,11,10,0,6,0,0.5,0,0,0,4,3,5,3,4,1,14,4,118,118,47,0,0,11,26,0,20,1,1,20,5,5,22,115,0,6090,121,42,1171,66,10384,8750,312068,TRUE
15,126,freemind-0.9.0/NodeView_updateText.java,0,0,4,2,0,4,77,19,1,9,2,17,0.428571429,7,14,3,0,12,2,0.583333333,1,27,0,98,4,14,21,71,23,516,4,1350,995,9678,0.071103983,4,23,185,0,277,0.980277902,0.6,203,2.826530612,2.85915493,59,322,2,6298,410,43,849,78,5788,4778,65687,TRUE
88,216,jgroups-2.10.0/FILE_PING_sendGetMembersRequest.java,3,0,7,4,0,6,48,10,0,12,0,25,0.363636364,8,18,4,0,13,0,0.615384615,0,0,3,11,4,11,13,11,6,53,3,220,220,380,0.127272727,0,28,126,1,44,0.9,1,44,4,4,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
92,211,jgroups-2.10.0/COMPRESS_up.java,1,0,6,2,0,6,42,10,0,9,0,21,0.363636364,3,15,4,0,13,0,0.230769231,0,0,1,5,4,6,4,5,5,33,2,174,174,60,0.833333333,0,14,63,0,25,0.8,1,25,5,5,168,690,0,21327,989,21,1093,80,8798,7670,126255,TRUE
93,212,jgroups-2.10.0/AUTH_up.java,1,0,5,3,0,6,50,14,0,4,0,13,0.444444444,6,15,4,0,10,0,0.6,0,2,0,10,4,10,9,8,2,33,2,189,173,246,1,0,21,75,0,40,0.666666667,0.833333333,37,4,4.625,168,690,0,21327,989,21,1093,80,8798,7670,126255,TRUE
107,489,poi-3.6/BinaryTree_valuesByValue.java,0,0,0,0,0,5,59,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,8,49,4,0,1,49,12,12,2,2017,2017,1990,0.111111111,0,0,63,0,150,0.960069444,1,150,3.06122449,3.06122449,45,381,5,7829,395,133,2330,131,19618,13899,299402,FALSE
119,490,poi-3.6/BinaryTree_doRedBlackInsert.java,2,0,0,0,0,5,69,11,0,4,0,5,1,1,2,1,0,1,0,1,0,0,8,49,4,0,1,49,12,12,2,2017,2017,1990,0.111111111,0,0,63,0,150,0.960069444,1,150,3.06122449,3.06122449,45,381,5,7829,395,133,2330,131,19618,13899,299402,TRUE
156,21,freemind-0.9.0/NodeView_treeNodesRemoved.java,1,0,0,0,0,6,50,15,0,10,0,13,1,2,6,1,0,3,0,0.666666667,1,27,0,98,4,14,21,71,23,516,4,1350,995,9678,0.071103983,4,23,185,0,277,0.980277902,0.6,203,2.826530612,2.85915493,59,322,2,6298,410,43,849,78,5788,4778,65687,TRUE
176,456,jgroups-2.10.0/COMPRESS_down.java,1,0,6,2,0,5,42,8,0,9,0,21,0.454545455,4,9,5,0,10,0,0.4,0,0,1,5,4,6,4,5,5,33,2,174,174,60,0.833333333,0,14,63,0,25,0.8,1,25,5,5,168,690,0,21327,989,21,1093,80,8798,7670,126255,TRUE
184,239,poi-3.6/BinaryTree_doRedBlackDeleteFixup.java,1,3,0,0,3,6,81,13,0,3,0,15,0.5,1,6,3,0,6,0,0.166666667,0,0,8,49,4,0,1,49,12,12,2,2017,2017,1990,0.111111111,0,0,63,0,150,0.960069444,1,150,3.06122449,3.06122449,45,381,5,7829,395,133,2330,131,19618,13899,299402,TRUE
69,341,jfreechart-1.0.13/XYShapeRenderer_drawItem.java,12,0,2,1,0,5,77,14,0,20,0,24,0.666666667,5,21,4,0,8,0,0.625,3,7,0,24,5,2,11,17,8,236,3,508,394,718,0.185714286,0,35,351,0,60,0.869565217,0.666666667,50,2.5,2.941176471,42,502,2,18042,690,69,960,103,11810,10192,247421,TRUE
81,208,jgroups-2.10.0/S3_PING_readAll.java,1,0,0,0,0,7,33,8,0,10,0,17,0.428571429,3,8,3,0,4,0,0.75,0,0,15,5,5,0,5,5,4,59,4,2981,2981,141,0.6,0,29,134,0,31,0.8125,1,31,6.2,6.2,168,690,0,21327,989,21,1093,80,8798,7670,126255,FALSE
108,510,poi-3.6/DocumentInputStream_readFully.java,3,0,0,0,0,5,37,7,0,8,0,11,1,1,4,3,0,2,0,0.5,1,0,0,24,5,0,4,24,10,4,2,296,296,264,0.307189542,0,4,37,0,53,0.882608696,1,53,2.208333333,2.208333333,14,132,5,2816,150,133,2330,131,19618,13899,299402,FALSE
134,566,xalan-2.7.1/FunctionCall_findConstructors.java,0,0,2,2,0,5,38,8,0,8,0,14,0.75,4,8,6,0,5,0,0.8,0,2,1,27,5,24,15,25,31,64,3,1032,1014,1689,0.30952381,0,31,162,24,153,0.954094293,0.933333333,149,5.666666667,5.96,138,948,4,27590,1132,42,1171,66,10384,8750,312068,FALSE
70,168,jfreechart-1.0.13/XYPlot_render.java,5,0,1,1,0,6,83,16,0,20,0,21,0,7,24,0,0,12,0,0.583333333,7,70,0,222,6,18,28,152,62,57,2,5381,4111,44777,0.022038687,5,43,384,2,682,0.983360093,0.637681159,539,3.072072072,3.546052632,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
98,220,jgroups-2.10.0/SFC_down.java,1,0,8,2,0,7,93,19,0,10,0,30,0.619047619,4,7,13,0,7,0,0.571428571,0,9,1,29,6,11,7,20,24,31,2,541,506,591,0.147619048,0,17,93,0,89,0.90922619,0.571428571,80,3.068965517,4,168,690,0,21327,989,21,1093,80,8798,7670,126255,TRUE
146,51031,xalan-2.7.1/DescendantIterator_DescendantIterator.java,3,1,13,4,1,3,74,13,0,10,0,24,0.071428571,2,16,1,0,6,0,0.333333333,0,2,0,9,6,4,6,7,4,105,5,340,296,485,0.571428571,0,31,180,0,40,0.78125,0.75,35,4.444444444,5,31,289,3,8970,374,42,1171,66,10384,8750,312068,TRUE
171,169,jfreechart-1.0.13/XYPlot_getDataRange.java,1,2,0,0,2,6,99,20,0,17,0,19,1,5,16,1,0,9,0,0.555555556,7,70,0,222,6,18,28,152,62,57,2,5381,4111,44777,0.022038687,5,43,384,2,682,0.983360093,0.637681159,539,3.072072072,3.546052632,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
53,374,jfreechart-1.0.13/CategoryPlot_datasetsMappedToDomainAxis.java,1,0,0,0,0,5,24,7,0,6,0,9,1,0,0,3,0,0,0,0,7,68,0,213,7,19,27,145,59,56,2,4827,3636,34819,0.022381636,8,46,373,2,576,0.984330029,0.623762376,447,2.704225352,3.082758621,46,1076,5,33993,1556,69,960,103,11810,10192,247421,FALSE
55,164,jfreechart-1.0.13/CategoryPlot_getLegendItems.java,0,2,0,0,2,7,25,7,0,8,0,10,1,3,8,2,0,4,0,0.75,7,68,0,213,7,19,27,145,59,56,2,4827,3636,34819,0.022381636,8,46,373,2,576,0.984330029,0.623762376,447,2.704225352,3.082758621,46,1076,5,33993,1556,69,960,103,11810,10192,247421,FALSE
67,165,jfreechart-1.0.13/CategoryPlot_render.java,5,0,1,1,0,7,60,13,0,18,0,22,0.666666667,4,12,2,0,7,0,0.571428571,7,68,0,213,7,19,27,145,59,56,2,4827,3636,34819,0.022381636,8,46,373,2,576,0.984330029,0.623762376,447,2.704225352,3.082758621,46,1076,5,33993,1556,69,960,103,11810,10192,247421,TRUE
72,357,jfreechart-1.0.13/DateAxis_refreshTicksVertical.java,3,0,1,1,0,5,98,16,0,21,0,26,0.75,4,19,3,0,7,0,0.571428571,2,14,1,51,7,19,16,37,12,124,3,1783,1508,4853,0.084163898,4,29,249,0,169,0.961666667,0.581395349,139,3.31372549,3.756756757,48,640,2,19667,781,69,960,103,11810,10192,247421,TRUE
74,159,jfreechart-1.0.13/LogarithmicAxis_refreshTicksHorizontal.java,3,0,0,0,0,6,138,37,0,18,0,20,1,2,8,4,0,3,0,0.666666667,0,6,0,28,7,0,4,22,10,157,4,977,901,559,0.162393162,2,24,231,0,143,0.896296296,0.619047619,137,5.107142857,6.227272727,48,640,2,19667,781,69,960,103,11810,10192,247421,TRUE
80,233,jgroups-2.10.0/ProtocolStack_stopStack.java,1,1,2,1,1,7,32,7,0,8,0,14,0.6,3,9,3,0,6,0,0.5,1,7,3,49,7,7,15,42,9,30,2,919,863,1717,0.081949059,2,23,120,0,181,0.94212963,0.804347826,170,3.693877551,4.047619048,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
89,231,jgroups-2.10.0/ProtocolStack_destroy.java,0,1,1,1,1,8,33,7,0,6,0,10,0.666666667,3,7,2,0,4,0,0.75,1,7,3,49,7,7,15,42,9,30,2,919,863,1717,0.081949059,2,23,120,0,181,0.94212963,0.804347826,170,3.693877551,4.047619048,39,311,1,6940,384,21,1093,80,8798,7670,126255,TRUE
96,232,jgroups-2.10.0/ProtocolStack_startStack.java,2,1,3,1,1,8,59,12,0,15,0,27,0.666666667,4,11,6,0,8,0,0.5,1,7,3,49,7,7,15,42,9,30,2,919,863,1717,0.081949059,2,23,120,0,181,0.94212963,0.804347826,170,3.693877551,4.047619048,39,311,1,6940,384,21,1093,80,8798,7670,126255,TRUE
101,464,jgroups-2.10.0/UNICAST2_handleDataReceived.java,6,0,6,3,0,5,108,25,0,16,0,34,0.444444444,4,19,8,0,13,0,0.307692308,2,15,4,41,7,17,13,26,17,30,2,931,829,2032,0.102272727,1,18,136,0,153,0.913235294,0.53125,130,3.731707317,5,168,690,0,21327,989,21,1093,80,8798,7670,126255,TRUE
175,226,jgroups-2.10.0/ProtocolStack_copyProtocols.java,1,1,0,0,1,6,41,10,0,14,0,21,1,3,10,1,0,5,0,0.6,1,7,3,49,7,7,15,42,9,30,2,919,863,1717,0.081949059,2,23,120,0,181,0.94212963,0.804347826,170,3.693877551,4.047619048,39,311,1,6940,384,21,1093,80,8798,7670,126255,FALSE
190,261,xalan-2.7.1/ElemCallTemplate_execute.java,1,0,12,6,0,6,85,10,0,11,0,30,0.142857143,7,24,2,0,21,0,0.333333333,0,3,0,12,7,19,11,9,4,181,4,330,279,334,0.151515152,1,37,276,1,33,0.886363636,0.692307692,29,2.75,3.222222222,70,543,1,20854,812,42,1171,66,10384,8750,312068,TRUE
172,365,jfreechart-1.0.13/PeriodAxis_drawTickMarksHorizontal.java,4,0,1,1,0,5,79,13,0,18,0,30,0.909090909,3,22,10,0,10,0,0.3,3,13,0,47,11,1,9,34,15,120,3,1132,928,3933,0.176923077,0,23,223,0,129,0.904347826,0.666666667,108,2.744680851,3.176470588,48,640,2,19667,781,69,960,103,11810,10192,247421,TRUE
48,25200,jfreechart-1.0.13/CyclicNumberAxis_getCycleBound.java,0,1,0,0,1,1,5,1,0,0,0,2,1,1,3,2,0,1,0,1,0,9,1,34,12,0,8,25,11,152,4,1083,943,2407,0.21957672,2,24,232,0,125,0.920110193,0.607142857,112,3.676470588,4.48,48,640,2,19667,781,69,960,103,11810,10192,247421,FALSE
52,371,jfreechart-1.0.13/CombinedDomainCategoryPlot_getCategories.java,0,0,0,0,0,5,18,5,0,6,0,8,1,0,0,1,0,0,0,0,1,4,0,24,13,8,5,20,4,254,3,584,517,1351,0.359307359,0,44,373,0,75,0.836956522,0.863636364,66,3.125,3.3,46,1076,5,33993,1556,69,960,103,11810,10192,247421,FALSE
75,32107,jgroups-2.10.0/UnmodifiableVector_listIterator.java,0,0,0,0,0,2,36,1,0,0,0,0,0,1,2,0,0,1,0,1,0,2,3,45,15,0,3,43,1,45,4,258,248,18,0.26744186,0,0,48,0,45,0.5,0.955555556,43,1,1,72,783,8,11259,840,21,1093,80,8798,7670,126255,FALSE
127,48570,xalan-2.7.1/SAXImpl_handleTextEscaping.java,0,0,6,1,0,3,17,6,0,0,0,14,0.5,1,7,6,0,4,0,0.25,2,4,5,75,17,26,50,71,29,163,6,1828,1779,10273,0.011538462,0,73,395,0,229,0.990214352,0.939393939,221,3.053333333,3.112676056,66,634,5,10542,699,42,1171,66,10384,8750,312068,FALSE
153,1,freemind-0.9.0/MindMapController_setImageByFileChooser.java,0,1,3,2,1,6,47,11,0,8,0,19,0,4,17,0,0,9,0,0.444444444,1,29,18,123,17,50,138,94,108,77,2,1957,1669,51801,0.012612613,87,145,571,0,273,0.992106861,0.404145078,234,2.219512195,2.489361702,38,198,0,4223,240,43,849,78,5788,4778,65687,FALSE
129,534,xalan-2.7.1/ElemTemplateElement_unexecuteNSDecls.java,2,0,3,2,0,5,26,7,0,7,0,11,0.25,2,0,1,0,3,0,0.666666667,5,30,0,88,19,17,10,58,15,90,2,1601,1155,888,0.058823529,0,18,196,29,176,0.960153257,0.631578947,133,2,2.293103448,70,543,1,20854,812,42,1171,66,10384,8750,312068,FALSE
144,532,xalan-2.7.1/ElemTemplateElement_resolvePrefixTables.java,0,1,5,2,1,5,94,12,0,10,0,19,0.285714286,3,4,2,0,7,0,0.428571429,5,30,0,88,19,17,10,58,15,90,2,1601,1155,888,0.058823529,0,18,196,29,176,0.960153257,0.631578947,133,2,2.293103448,70,543,1,20854,812,42,1171,66,10384,8750,312068,TRUE
24,194,jasperreports-3.7.3/JRBaseFiller_setIdentityData.java,2,0,2,1,0,5,31,8,0,10,0,13,0.333333333,2,4,1,0,4,0,0.5,2,27,5,99,,71,41,72,84,,1,2099,1748,13122,0.10280112,0,62,274,2,249,0.989431487,,202,2.515151515,2.805555556,184,2134,16,45362,3035,66,1571,291,17113,11938,260912,FALSE
47,24332,jfreechart-1.0.13/AbstractRenderer_setItemLabelPaint.java,2,0,0,0,0,2,6,2,0,2,0,3,1,0,0,1,0,0,0,0,2,102,0,191,,25,5,89,70,,1,3951,2220,3812,0.019057913,8,7,208,4,396,0.984511278,,243,2.073298429,2.730337079,13,174,2,5920,290,69,960,103,11810,10192,247421,FALSE
50,23158,jfreechart-1.0.13/AbstractCategoryItemRenderer_AbstractCategoryItemRenderer.java,0,5,0,0,5,1,10,1,0,0,0,7,1,1,2,7,0,1,0,1,4,15,0,57,,11,24,42,16,,2,1660,1404,6529,0.053896104,0,30,152,8,174,0.947544643,,151,3.052631579,3.595238095,28,387,2,14624,551,69,960,103,11810,10192,247421,FALSE
51,28457,jfreechart-1.0.13/DataUtilities_createNumberArray2D.java,1,1,0,0,1,2,11,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,9,,0,4,9,0,,1,240,240,124,0,0,4,17,0,40,0,,40,4.444444444,4.444444444,16,197,8,3899,208,69,960,103,11810,10192,247421,FALSE
61,151,jfreechart-1.0.13/Statistics_calculateMean.java,2,1,0,0,1,6,34,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,13,,0,0,13,0,,1,431,431,0,0,0,0,13,0,56,0,,56,4.307692308,4.307692308,14,261,4,5108,268,69,960,103,11810,10192,247421,TRUE
113,240,poi-3.6/BooleanFunction_calculate.java,1,0,1,1,0,6,46,9,0,13,0,14,0,4,12,0,0,6,0,0.666666667,1,0,5,4,,2,7,4,5,,1,108,108,62,0,5,10,14,0,14,1.333333333,,14,3.5,3.5,168,225,7,5489,227,133,2330,131,19618,13899,299402,FALSE
147,310,xalan-2.7.1/PredicatedNodeTest_executePredicates.java,2,2,3,2,2,6,85,11,0,8,0,16,0.625,3,20,5,0,11,0,0.272727273,1,5,1,26,,7,9,21,8,,3,614,537,519,0.221343874,0,17,55,2,73,0.91,,63,2.807692308,3,31,289,3,8970,374,42,1171,66,10384,8750,312068,TRUE
154,44,freemind-0.9.0/XMLElementAdapter_processUnfinishedLinks.java,1,1,2,2,1,4,47,7,0,8,0,25,0.666666667,4,8,4,0,7,0,0.571428571,0,9,0,23,,53,26,14,31,,2,530,314,897,0.169590643,15,27,108,2,138,0.942815249,,68,6,4.857142857,34,523,11,6037,728,43,849,78,5788,4778,65687,FALSE
161,106,jasperreports-3.7.3/JRXlsAbstractExporter_exportReport.java,0,3,5,1,3,6,79,9,0,4,0,14,0.5,1,10,5,0,2,0,0.5,0,5,1,34,,61,15,29,25,,2,857,826,2298,0.017045455,0,38,78,3,119,0.985454545,,110,3.5,3.793103448,81,516,24,21006,599,66,1571,291,17113,11938,260912,TRUE
